video_name,youtube_id,ethnicity,gender,extraversion,neuroticism,agreeableness,conscientiousness,interview,openness,gender_label,ethnicity_label
J4GQm9j0JZ0.003.mp4,J4GQm9j0JZ0,African-American,Female,0.5233644859813085,0.5520833333333334,0.6263736263736264,0.6019417475728155,0.5046728971962616,0.4888888888888889,1,1
zEyRyTnIw5I.005.mp4,zEyRyTnIw5I,Caucasian,Female,0.3457943925233645,0.3749999999999999,0.4725274725274725,0.5825242718446602,0.4579439252336448,0.3666666666666667,1,2
nskJh7v6v1U.004.mp4,nskJh7v6v1U,Caucasian,Female,0.2523364485981308,0.2916666666666666,0.4065934065934066,0.4854368932038835,0.3738317757009345,0.5111111111111111,1,2
6wHQsN5g2RM.000.mp4,6wHQsN5g2RM,Asian,Male,0.4579439252336449,0.4895833333333333,0.5054945054945055,0.3980582524271845,0.4579439252336448,0.3777777777777778,0,0
dQOeQYWIgm8.000.mp4,dQOeQYWIgm8,Caucasian,Female,0.6074766355140188,0.4895833333333333,0.4065934065934066,0.6213592233009709,0.5700934579439252,0.6222222222222222,1,2
eHcRre1YsNA.000.mp4,eHcRre1YsNA,African-American,Female,0.1962616822429906,0.3020833333333333,0.3516483516483516,0.2621359223300971,0.2149532710280373,0.5666666666666667,1,1
vZpneJlniAE.005.mp4,vZpneJlniAE,Caucasian,Male,0.4205607476635514,0.6354166666666666,0.5714285714285714,0.4660194174757281,0.5327102803738317,0.6333333333333333,0,2
oANKg9_grdA.004.mp4,oANKg9_grdA,Caucasian,Female,0.4299065420560748,0.5833333333333333,0.6263736263736264,0.5825242718446602,0.5514018691588785,0.5888888888888889,1,2
VuadgOz6T7s.000.mp4,VuadgOz6T7s,Caucasian,Male,0.2242990654205607,0.1354166666666666,0.1538461538461538,0.145631067961165,0.1401869158878504,0.2333333333333333,0,2
7nhJXn9PI0I.001.mp4,7nhJXn9PI0I,Caucasian,Female,0.1775700934579439,0.1979166666666666,0.1868131868131868,0.4174757281553398,0.2242990654205607,0.3555555555555556,1,2
tEQEKN07KgQ.001.mp4,tEQEKN07KgQ,Caucasian,Male,0.205607476635514,0.3020833333333333,0.5384615384615384,0.3689320388349514,0.4112149532710279,0.4555555555555555,0,2
I5x9T9ftW18.005.mp4,I5x9T9ftW18,Caucasian,Female,0.663551401869159,0.6979166666666666,0.7032967032967032,0.6601941747572816,0.7102803738317757,0.6222222222222222,1,2
dh6iOU2RtTA.003.mp4,dh6iOU2RtTA,Caucasian,Female,0.6074766355140188,0.6666666666666667,0.5714285714285714,0.6990291262135921,0.6355140186915886,0.7,1,2
gsleSGEZHAs.004.mp4,gsleSGEZHAs,Caucasian,Male,0.3738317757009345,0.5833333333333333,0.6043956043956044,0.6407766990291262,0.644859813084112,0.6333333333333333,0,2
vhugKRUnd-c.001.mp4,vhugKRUnd-c,Caucasian,Male,0.4112149532710281,0.4791666666666667,0.6043956043956044,0.5728155339805825,0.4859813084112149,0.5444444444444444,0,2
kn6I8LdQFN0.004.mp4,kn6I8LdQFN0,Caucasian,Female,0.1869158878504672,0.1354166666666666,0.1758241758241758,0.1844660194174757,0.1588785046728971,0.3222222222222222,1,2
M5_x5J-H2I0.003.mp4,M5_x5J-H2I0,Caucasian,Female,0.4672897196261683,0.4375,0.4065934065934066,0.4563106796116505,0.3551401869158878,0.6555555555555556,1,2
w_ExyXsnw2A.000.mp4,w_ExyXsnw2A,Caucasian,Female,0.4299065420560748,0.3541666666666666,0.5384615384615384,0.6504854368932039,0.5046728971962616,0.5666666666666667,1,2
DnTtbAR_Qyw.004.mp4,DnTtbAR_Qyw,Caucasian,Female,0.6542056074766356,0.5416666666666666,0.5714285714285714,0.6213592233009709,0.5887850467289719,0.6444444444444444,1,2
rIHcq2E67Nc.005.mp4,rIHcq2E67Nc,Caucasian,Female,0.6355140186915887,0.6979166666666666,0.4615384615384615,0.4757281553398058,0.4859813084112149,0.6777777777777777,1,2
De4i7-FX9Og.004.mp4,De4i7-FX9Og,Caucasian,Female,0.663551401869159,0.65625,0.8021978021978021,0.6116504854368932,0.719626168224299,0.711111111111111,1,2
cA43Gfcg0QA.000.mp4,cA43Gfcg0QA,Caucasian,Female,0.1588785046728972,0.2395833333333333,0.1868131868131868,0.3106796116504854,0.2149532710280373,0.3333333333333333,1,2
pZxqWp0e-Ik.000.mp4,pZxqWp0e-Ik,Caucasian,Male,0.2429906542056074,0.2083333333333333,0.5054945054945055,0.3980582524271845,0.2710280373831775,0.4333333333333333,0,2
D3AomvNhR1k.003.mp4,D3AomvNhR1k,Caucasian,Male,0.4953271028037384,0.65625,0.5604395604395604,0.3980582524271845,0.5046728971962616,0.6777777777777777,0,2
Fi1ILrwQpSY.003.mp4,Fi1ILrwQpSY,Caucasian,Male,0.4672897196261683,0.5729166666666666,0.5714285714285714,0.4077669902912622,0.5700934579439252,0.6,0,2
Xfmu-7JuDGg.002.mp4,Xfmu-7JuDGg,Caucasian,Male,0.2710280373831776,0.5,0.5714285714285714,0.6019417475728155,0.5420560747663551,0.4666666666666667,0,2
YzNbGMNr3z0.001.mp4,YzNbGMNr3z0,Caucasian,Female,0.6261682242990655,0.6875,0.6153846153846153,0.5145631067961165,0.5887850467289719,0.7999999999999999,1,2
aFVFvJNnFt0.000.mp4,aFVFvJNnFt0,Caucasian,Male,0.2803738317757009,0.6145833333333333,0.5934065934065933,0.4077669902912622,0.4672897196261681,0.7999999999999999,0,2
cgT-3CHBmKs.000.mp4,cgT-3CHBmKs,Caucasian,Male,0.2429906542056074,0.1874999999999999,0.2967032967032966,0.2233009708737864,0.2242990654205607,0.2777777777777778,0,2
P_wDFLJnW-o.004.mp4,P_wDFLJnW-o,Caucasian,Male,0.2710280373831776,0.4270833333333333,0.4505494505494505,0.3689320388349514,0.2990654205607476,0.3666666666666667,0,2
t0_DAgeU4nM.002.mp4,t0_DAgeU4nM,Caucasian,Male,0.4299065420560748,0.5833333333333333,0.6043956043956044,0.4757281553398058,0.514018691588785,0.5222222222222223,0,2
TTuysItuSdo.004.mp4,TTuysItuSdo,Caucasian,Male,0.4299065420560748,0.28125,0.4615384615384615,0.2233009708737864,0.3831775700934579,0.4,0,2
nUbhRInpVbA.004.mp4,nUbhRInpVbA,Caucasian,Male,0.3831775700934579,0.4166666666666667,0.4725274725274725,0.5145631067961165,0.4672897196261681,0.5111111111111111,0,2
kL-CeaXG9jM.004.mp4,kL-CeaXG9jM,Caucasian,Male,0.3925233644859813,0.46875,0.6373626373626373,0.5048543689320388,0.6074766355140186,0.5222222222222223,0,2
Znixev2a1AI.000.mp4,Znixev2a1AI,Caucasian,Female,0.4299065420560748,0.5,0.3956043956043956,0.6116504854368932,0.5607476635514018,0.6,1,2
zNHM8iNyTO4.005.mp4,zNHM8iNyTO4,Caucasian,Male,0.4205607476635514,0.6041666666666666,0.6373626373626373,0.6796116504854369,0.5887850467289719,0.4444444444444445,0,2
zFVjcb45pjI.002.mp4,zFVjcb45pjI,Caucasian,Female,0.2990654205607476,0.3749999999999999,0.3296703296703296,0.3883495145631068,0.2803738317757009,0.4444444444444445,1,2
0n2vWTs6XwA.001.mp4,0n2vWTs6XwA,Caucasian,Male,0.2897196261682243,0.3645833333333333,0.4175824175824176,0.4271844660194174,0.2710280373831775,0.3444444444444444,0,2
FoWuHvikyqU.004.mp4,FoWuHvikyqU,Caucasian,Female,0.5420560747663552,0.53125,0.3846153846153846,0.3980582524271845,0.4953271028037382,0.611111111111111,1,2
6CRet5sD6xI.003.mp4,6CRet5sD6xI,Caucasian,Male,0.1962616822429906,0.2083333333333333,0.2747252747252747,0.2621359223300971,0.2149532710280373,0.2777777777777778,0,2
7s3itKIXww0.002.mp4,7s3itKIXww0,Caucasian,Male,0.4018691588785047,0.40625,0.3736263736263736,0.3592233009708738,0.3551401869158878,0.3777777777777778,0,2
X7S71Som15M.002.mp4,X7S71Som15M,Caucasian,Male,0.4579439252336449,0.6145833333333333,0.5054945054945055,0.3883495145631068,0.5046728971962616,0.5333333333333333,0,2
RbX4q4KceVk.004.mp4,RbX4q4KceVk,Caucasian,Female,0.4579439252336449,0.5,0.5934065934065933,0.4951456310679611,0.5327102803738317,0.6333333333333333,1,2
ySEeioc339E.004.mp4,ySEeioc339E,Caucasian,Female,0.4766355140186916,0.4479166666666667,0.5054945054945055,0.4271844660194174,0.4953271028037382,0.5,1,2
54TGLGvIm_8.003.mp4,54TGLGvIm_8,Caucasian,Male,0.6448598130841123,0.6875,0.5714285714285714,0.6699029126213591,0.616822429906542,0.7,0,2
cLaZxEf1nE4.001.mp4,cLaZxEf1nE4,Caucasian,Female,0.4392523364485981,0.5520833333333334,0.5054945054945055,0.4951456310679611,0.4766355140186915,0.5777777777777777,1,2
On2c_8sU8Vw.002.mp4,On2c_8sU8Vw,Caucasian,Female,0.5327102803738318,0.6041666666666666,0.4285714285714285,0.5728155339805825,0.4672897196261681,0.6222222222222222,1,2
rqfvIjzegpI.000.mp4,rqfvIjzegpI,Caucasian,Female,0.8411214953271028,0.7916666666666667,0.6923076923076923,0.8543689320388351,0.8691588785046729,0.7,1,2
kDJigDGDJTo.003.mp4,kDJigDGDJTo,Caucasian,Male,0.5233644859813085,0.5208333333333334,0.6923076923076923,0.5145631067961165,0.5327102803738317,0.5333333333333333,0,2
1hpZ2ecWqtI.002.mp4,1hpZ2ecWqtI,Caucasian,Female,0.5700934579439253,0.4583333333333333,0.4725274725274725,0.4660194174757281,0.4205607476635514,0.5555555555555556,1,2
9yZEb6bdxNY.000.mp4,9yZEb6bdxNY,Caucasian,Female,0.7102803738317757,0.7708333333333334,0.6813186813186812,0.7864077669902914,0.8037383177570093,0.7777777777777777,1,2
f0LnGz5Z6kA.002.mp4,f0LnGz5Z6kA,Caucasian,Male,0.5981308411214954,0.6145833333333333,0.3846153846153846,0.5048543689320388,0.514018691588785,0.6888888888888889,0,2
ASDpn9yOYAo.002.mp4,ASDpn9yOYAo,Caucasian,Male,0.5233644859813085,0.4895833333333333,0.5824175824175825,0.4271844660194174,0.4485981308411215,0.5333333333333333,0,2
